gene,outcome,gsmr_beta,gsmr_se,gsmr_pval,gsmr_nsnp,heidi_out,Q_MR_Egger,Q_Inverse_variance_weighted,Q_df_MR_Egger,Q_df_Inverse_variance_weighted,Q_pval_MR_Egger,Q_pval_Inverse_variance_weighted,nsnp,b_MR_Egger,b_Weighted_median,b_Inverse_variance_weighted,b_Simple_mode,se_MR_Egger,se_Weighted_median,se_Inverse_variance_weighted,se_Simple_mode,pval_MR_Egger,pval_Weighted_median,pval_Inverse_variance_weighted,pval_Simple_mode,r2_exposure,r2_oucome,correct_dir,steiger_pval,H3,H4,causal_snp,pleiotropy_egger_intercept,pleiotropy_se,pleiotropy_pval,mrpresso_pval,adjp_MR_Egger,adjp_Weighted_median,adjp_Inverse_variance_weighted,adjp_Simple_mode,is_candidate
XXYLT1,T2D_GSMR,0.040266,0.0115591,4.94945e-4,15,0.004711179994974874,21.61515,24.51687,15,16,0.1182994,0.0788077,17,0.0632608,0.0384679,0.0362821,0.0350856,0.022491,0.0145981,0.0123911,0.0238128,0.0131187,0.0084104,0.0034106,0.1600464,0.0810978,5.44e-5,TRUE,0,0.0147205000558159,0.00429559059070633,rs62287061,-0.0048153,0.0033933,0.1763326,0.078,0.15008724347826086,0.013124115247108308,0.006748440533333334,0.2755323174013921,FALSE
YPEL2,T2D_GSMR,0.0462663,0.0177119,0.00899741,7,0.04612207966468361,31.21107,33.05473,7,8,5.68e-5,6.02e-5,9,0.09938,0.0534983,0.0431255,-0.0046182,0.0927571,0.0199384,0.0296811,0.0556211,0.3195332,0.0072924,0.1462346,0.9358674,0.0323443,5.57e-5,TRUE,0,0.956006439732461,0.00122854248811574,rs6503918,-0.007483,0.0116369,0.5406846,0.008,0.5658559293556086,0.011611503862660945,0.16219143976083705,0.9499502199726403,FALSE
YPEL3,T2D_GSMR,0.0899472,0.014294,3.1211e-10,12,1.6891393200000002e-8,26.7102,33.5952,12,13,0.0085043,0.0013861,14,0.035236,0.0896712,0.0893099,0.0808097,0.0347527,0.0147633,0.0174561,0.0338168,0.3306349,0,3e-7,0.0327135,0.056842,1.35e-4,TRUE,0,0.99999143284399,8.56617618208672e-6,rs9932605,0.0095104,0.0054075,0.1040695,0.013,0.5725346459743291,0,3.008108108108108e-6,0.14717257108433734,FALSE
YTHDC2,T2D_GSMR,0.0334541,0.0124086,0.00701677,18,0.03811224892775229,53.69475,54.92467,22,23,1.816e-4,1.997e-4,24,0.0279844,0.0423406,0.0448346,0.0274147,0.0277976,0.0137798,0.0143094,0.0245136,0.3250141,0.0021216,0.001729,0.2749648,0.0810961,1.042e-4,TRUE,0,0.974770617189341,3.4309200160017e-4,rs67915940,0.0025493,0.0035912,0.4852361,<0.001,0.5692424734982332,0.004231793548387096,0.0038935295902883162,0.3824252701030928,FALSE
ZBTB38,T2D_GSMR,-0.0679612,0.0121139,2.021e-8,11,6.985726642335767e-7,38.49127,43.23695,9,10,1.42e-5,4.5e-6,11,-0.0406327,-0.0857226,-0.0703476,-0.0579669,0.0352619,0.0197947,0.0212737,0.0343183,0.27888,1.49e-5,9.438e-4,0.122087,0.0719907,1.207e-4,TRUE,0,0.999996146130948,3.85384873061108e-6,rs1344674,-0.0074276,0.0070511,0.3196202,0.003,0.5278890857142857,6.845696594427244e-5,0.002474556890459364,0.23915952137203167,FALSE
ZADH2,T2D_GSMR,-0.0145661,0.00546509,0.00769186,30,0.04101892233108108,24.06269,34.91002,29,30,0.7258347,0.2459291,31,0.0049552,-0.01369,-0.0153216,-0.0140311,0.0077394,0.0064533,0.0050591,0.0102745,0.5270323,0.0338887,0.0024578,0.1822085,0.2490252,6.06e-5,TRUE,0,0.00577489889343773,0.0021579055288522,rs4891245,-0.0066343,0.0020144,0.0026101,0.287,0.7117604280254776,0.04313107272727273,0.005158946534653466,0.29276881427027024,FALSE
YWHAZ,T2D_GSMR,-0.0429364,0.0155071,0.00562585,7,0.031924760545236665,3.291667,3.31112,3,4,0.3488041,0.5071723,5,-0.0591304,-0.0465662,-0.0484714,-0.0417096,0.081406,0.0150027,0.0141253,0.0265641,0.5201586,0.0019102,6.002e-4,0.1914684,0.0359073,2.03e-5,TRUE,0,0.0058437684640366,0.0139676416052712,rs964917,0.0023637,0.0177516,0.9025018,0.696,0.7062354642268985,0.0039045961432506884,0.0017184662813102118,0.2994089626975764,FALSE
ZBTB4,T2D_GSMR,-0.0928631,0.0257145,3.04654e-4,4,0.003174233260726073,11.91599,21.67671,3,4,0.0076766,2.324e-4,5,2.178e-4,-0.0724855,-0.0505805,-0.087487,0.0483812,0.0275949,0.0419631,0.0574546,0.996691,0.0086199,0.2280658,0.2024928,0.0246204,3.96e-5,TRUE,0,0.782393068844071,0.0183804633956612,rs41562419,-0.0122098,0.0077888,0.2149686,0.065,0.999154955030385,0.01339469277486911,0.2447213645697759,0.3104331768595041,FALSE
ZC3H12C,T2D_GSMR,-0.0289001,0.00746801,1.08899e-4,23,0.0013517463027522935,21.5758,23.29797,17,18,0.201588,0.179398,19,-0.0329241,-0.0268014,-0.0180918,0.0034425,0.0151306,0.0104002,0.0082541,0.0198924,0.0439479,0.0099663,0.0283905,0.8645388,0.1343036,4.18e-5,TRUE,0,0.0153264854083436,0.0812318307593171,rs10891054,0.0031789,0.0027289,0.2601558,0.182,0.23777208391608393,0.015015217461928933,0.03847625753424658,0.8990718845129643,FALSE
ZBTB7C,T2D_GSMR,0.0662537,0.0193092,6.00929e-4,6,0.005547172084795321,0.6828419,1.0593057,4,5,0.9534279,0.9576419,6,0.0412417,0.0601903,0.0680551,0.0590856,0.0472883,0.0218749,0.0180672,0.0307981,0.4323581,0.005931,1.654e-4,0.1131487,0.0216658,2.1e-5,TRUE,0,3.0198041242885e-4,0.00400390837515673,rs62086136,0.0032623,0.005317,0.5726768,0.965,0.647515575,0.009738585840707964,6.121037406483791e-4,0.232888586407767,FALSE
ZCCHC24,T2D_GSMR,0.0563275,0.0125175,6.79913e-6,13,1.2651190614931237e-4,30.54653,30.56124,11,12,0.0012997,0.0022971,13,0.0551506,0.0630897,0.0573964,0.0592549,0.0358668,0.0161593,0.0175181,0.0319622,0.1523862,9.45e-5,0.0010514,0.0884853,0.0669578,1.006e-4,TRUE,0,0.999976362843929,4.50458730208085e-7,rs3997798,3.774e-4,0.0051845,0.9432784,0.009,0.3775310864774624,3.3792289156626504e-4,0.0026808727272727272,0.20596152225705328,FALSE
ZCCHC7,T2D_GSMR,0.0936487,0.0154345,1.29926e-9,14,5.7771321408450704e-8,13.55606,14.42641,11,12,0.2585384,0.2743107,13,0.1092923,0.097589,0.0909821,0.107227,0.0253427,0.0149261,0.0127841,0.0291968,0.0012298,0,0,0.003192,0.050404,1.014e-4,TRUE,0,0.0112696153929944,0.988717155843771,rs7027473,-0.0026692,0.0031762,0.4185858,0.393,0.057658037499999995,0,0,0.06301923157894737,TRUE
ZDHHC18,T2D_GSMR,0.046235,0.0107187,1.607e-5,16,2.656177486910995e-4,9.411319,9.919757,9,10,0.400204,0.4475613,11,0.0583613,0.0497888,0.0492332,0.0435226,0.016599,0.0124687,0.0099803,0.0214457,0.006557,6.52e-5,8e-7,0.069871,0.071432,5.29e-5,TRUE,0,0.916580288584554,0.0483042993306873,rs17162315,-0.0021378,0.0030658,0.5032324,0.514,0.12442496818181818,2.4433535353535354e-4,7.2390243902439025e-6,0.19251830129870132,FALSE
ZFP36L1,T2D_GSMR,0.0488684,0.0157478,0.00191454,10,0.01384168575572519,5.282373,7.426592,7,8,0.6255465,0.4913816,9,0.0224866,0.0379481,0.0494506,0.0372205,0.022575,0.0160069,0.0130595,0.0243871,0.3523876,0.017753,1.527e-4,0.1654646,0.0396458,2.91e-5,TRUE,0,0.00135834704694645,8.8746827331244e-4,rs1884808,0.0039365,0.0026883,0.1865208,0.548,0.5912032063063063,0.024691145267104034,5.716010050251256e-4,0.2804990392694064,FALSE
ZFAND4,T2D_GSMR,-0.0602729,0.0196688,0.00218114,7,0.015324611973293769,23.54275,23.59173,5,6,2.657e-4,6.207e-4,7,-0.0478156,-0.065273,-0.0545606,-0.0871038,0.0758259,0.0206016,0.033902,0.0406294,0.5559993,0.0015331,0.107537,0.0757455,0.0248689,4.6e-5,TRUE,0,0.0621986393539868,0.0309999062353598,rs7099874,-8.707e-4,0.0085365,0.9227238,0.018,0.7276040222222222,0.0032641612625538014,0.12370923100775193,0.19879089879101897,FALSE
ZFP91,T2D_GSMR,-0.0519387,0.0185998,0.00523126,5,0.03026898064102564,8.305926,13.285398,2,3,0.0157178,0.0040584,4,-0.1012524,-0.0482321,-0.0449295,-0.0474108,0.0620201,0.0179347,0.0357831,0.0392095,0.2441544,0.0071597,0.2092586,0.3132014,0.0236532,2.72e-5,TRUE,0,0.999831982934506,2.94430123040087e-6,rs7124107,0.0105272,0.0096139,0.3877844,0.229,0.4871095543624161,0.011437023466092572,0.2255190721859114,0.4191080952209198,FALSE
ZGPAT,T2D_GSMR,0.0734076,0.0172302,2.04071e-5,6,3.221260735e-4,0.1466999,10.9776292,2,3,0.9292756,0.0118475,4,0.0139628,0.0822133,0.0839881,0.1458532,0.0262305,0.0175528,0.0293432,0.0483264,0.6477274,2.8e-6,0.0042062,0.0568455,0.0301171,5.52e-5,TRUE,0,0.0285459006972961,0.971454098382267,rs6011058,0.0126958,0.0038577,0.0812363,0.269,0.779584315977291,1.648888888888889e-5,0.008002565128205128,0.17797198734177214,FALSE
ZHX2,T2D_GSMR,-0.0390761,0.013065,0.00278153,13,0.018591298962597036,6.182737,6.184603,9,10,0.721499,0.7995225,11,-0.0351199,-0.0370078,-0.0359583,-0.0508173,0.0223777,0.0136459,0.0111319,0.0222214,0.1509974,0.0066878,0.001237,0.0452543,0.0525783,2.22e-5,TRUE,0,0.00118572141402626,0.00310023639411748,rs7819302,-1.348e-4,0.0031221,0.9664926,0.842,0.3766852637583893,0.010811214814814814,0.0029752155591572125,0.16530523333333333,FALSE
ZFP82,T2D_GSMR,0.032513,0.00710284,4.70659e-6,27,9.115769711656442e-5,25.15459,28.68455,26,27,0.5102383,0.3763596,28,0.017877,0.0294219,0.035389,0.0339027,0.0109866,0.0089817,0.0059949,0.0136,0.1157624,0.0010538,0,0.0191029,0.2054607,8.73e-5,TRUE,0,0.0485260593845376,0.0930854142039208,rs56378871,0.0048173,0.002564,0.0715251,0.391,0.325362503030303,0.0024096135593220337,0,0.12827467692307692,FALSE
ZKSCAN5,T2D_GSMR,0.0458564,0.0142031,0.00124392,9,0.009898189017632241,20.6468,20.65205,8,9,0.0081473,0.0142882,10,0.0487524,0.0459309,0.0496099,0.0172821,0.0270146,0.0144006,0.0180914,0.034043,0.1087738,0.0014251000000000001,0.0061033,0.6239022,0.0475404,5.02e-5,TRUE,0,0.413224788634689,0.0297717277051159,rs10808111,1.945e-4,0.0043145,0.9651392,0.093,0.31652096874999996,0.0030964105417276722,0.01090427484957882,0.6982434877828054,FALSE
ZKSCAN7,T2D_GSMR,-0.0378142,0.00988422,1.30395e-4,16,0.0015792468606138108,30.21657,34.89121,14,15,0.0071245,0.0025483,16,-0.0244165,-0.0390642,-0.0481327,-0.0990049,0.0203207,0.0158263,0.012851,0.0356293,0.2494683,0.0135753,1.801e-4,0.0140491,0.1087697,9.01e-5,TRUE,0,0.00151243054486096,0.998090844950827,rs56084453,-0.0052062,0.0035376,0.1632256,<0.001,0.49099596445623345,0.019521070930232556,6.440202409638553e-4,0.12069552138728326,FALSE
ZNF10,T2D_GSMR,-0.12344,0.0203122,1.22344e-9,5,5.5177144000000005e-8,6.232559,9.185985,3,4,0.1008279,0.0566152,5,-0.036294,-0.1274528,-0.1218667,-0.1086818,0.0759265,0.0214345,0.0260492,0.0453227,0.6653105,0,2.9e-6,0.0745216,0.0234241,7.8e-5,TRUE,0,0.15388383203322,0.846115894100897,rs7970687,-0.0139905,0.0117339,0.3188525,0.247,0.7936662234726689,0,2.1845685279187818e-5,0.1984304450805009,TRUE
ZMIZ2,T2D_GSMR,-0.0276291,0.00717483,1.17716e-4,26,0.0014404240775193796,57.9289,72.3669,28,29,7.438e-4,1.43e-5,30,0.0035004,-0.0356339,-0.0370375,-0.036898,0.0171916,0.0081153,0.008512,0.014717299999999999,0.8401292,1.13e-5,1.35e-5,0.0180259,0.2130504,1.604e-4,TRUE,0,1,2.07191746854763e-25,rs1065646,-0.010608,0.0040156,0.013345600000000001,<0.001,0.9127025862371889,5.357571884984026e-5,7.856470588235294e-5,0.12778563755868544,FALSE
ZNF138,T2D_GSMR,0.0291244,0.00987063,0.00317147,22,0.02054333052631579,12.46876,13.50269,20,21,0.8989977,0.8899992,22,0.0437296,0.0210072,0.0205592,0.0198012,0.024496,0.0122623,0.0089889,0.0216094,0.0894083,0.0866833,0.0221858,0.3699003,0.1213993,3.17e-5,TRUE,0,0.00468991895866272,0.00651276911112298,rs10949946,-0.0046714,0.0045941,0.3213819,0.89,0.30262099,0.09964215120061967,0.03144577574021012,0.47403458134715026,FALSE
ZNF132,T2D_GSMR,0.0195058,0.00646534,0.00255309,20,0.017370916228448274,25.48806,26.6411,17,18,0.0843064,0.0859775,19,0.0296923,0.0154758,0.0201083,0.0131054,0.0130029,0.0084812,0.007,0.012744,0.0355356,0.0680443,0.004071,0.3174015,0.2260375,5.22e-5,TRUE,0,0.0068107041115418,6.5958256227285e-4,rs7259841,-0.0031708,0.0036157,0.3927333,0.113,0.214469714516129,0.08001405800316959,0.007793868556701031,0.42332026666666667,FALSE
ZNF169,T2D_GSMR,0.105425,0.02205,1.74265e-6,7,3.759598667425968e-5,14.29802,16.470580000000002,4,5,0.0064022,0.0056214,6,0.0505466,0.1285127,0.1081969,0.1492495,0.0819379,0.024091,0.0338804,0.0394172,0.5706892,1e-7,0.0014056,0.0128055,0.037679,7.53e-5,TRUE,0,0.999999194732777,8.04419221472149e-7,rs3131902,0.0085892,0.0110173,0.4791713,0.051,0.7383633590235397,8.729411764705881e-7,0.003314266666666667,0.11730470370370369,FALSE
ZNF197,T2D_GSMR,-0.0376749,0.00935631,5.65699e-5,17,7.561972341325811e-4,32.7346,36.00179,14,15,0.0031459,0.0017668,16,-0.0223459,-0.050105,-0.0462448,-0.0117626,0.0241667,0.0131317,0.0134135,0.0206943,0.3708089,1.359e-4,5.655e-4,0.5781759,0.0874121,8.59e-5,TRUE,0,0.00147865404666872,0.998124611098272,rs56084453,-0.0056464,0.0047767,0.2568619,0.006,0.6051694923076922,4.5016874999999996e-4,0.0016516424361493122,0.6617205199691596,FALSE
ZNF192P1,T2D_GSMR,-0.0416752,0.0136721,0.0023023,9,0.015997860088041087,35.2902,36.11601,11,12,2.219e-4,3.104e-4,13,-0.0201832,-0.0258062,-0.0373162,-0.0232773,0.0381649,0.0147708,0.0172228,0.0291022,0.6074209,0.0806175,0.0302597,0.4393468,0.0978663,6.75e-5,TRUE,0,0.0936752039154949,6.571709106621e-4,rs1654774,-0.0041251,0.0081306,0.6219236,<0.001,0.7556646719999999,0.09327755448168355,0.04067517644927536,0.5379460818481848,FALSE
ZNF195,T2D_GSMR,-0.0394564,0.0119941,0.00100312,7,0.008333815368421052,23.39684,24.30033,6,7,6.739e-4,0.0010088,8,-0.0273306,-0.0525382,-0.042488,-0.0620242,0.0382569,0.0139858,0.0204987,0.0247407,0.5018167,1.723e-4,0.0381982,0.0405764,0.0563578,5.32e-5,TRUE,0,0.00910455725365242,0.170141579156855,rs2269732,-0.003475,0.0072193,0.6473212,0.011,0.6944407679999999,5.440280851063829e-4,0.04924946029539531,0.15929994074074075,FALSE
ZNF208,T2D_GSMR,0.0457255,0.0133099,5.91592e-4,9,0.005476996903225807,7.690044,20.797868,5,6,0.1741656,0.0019945,7,-0.0313098,0.0192988,0.0487753,0.0746173,0.0318762,0.0177504,0.0243717,0.042667,0.3710945,0.2769331,0.0453596,0.130902,0.0578206,4.68e-5,TRUE,0,0.991841209555101,1.72492343251056e-5,rs67876192,0.0172947,0.0059242,0.0330388,0.021,0.6051694923076922,0.2918811934659091,0.056852741891891885,0.24620857794676804,FALSE
ZNF213,T2D_GSMR,0.0176579,0.00686449,0.0101008,23,0.04986316164669098,65.62143,65.872559999999993,23,24,5.7e-6,9.1e-6,25,0.0179112,0.009869,0.0128105,0.0229458,0.0205987,0.011257,0.011128,0.0203271,0.3935408,0.3806484,0.2496506,0.2701285,0.1937228,9.84e-5,TRUE,0,0.0103788298064558,9.8829127079692e-4,rs4786387,-0.0013845,0.0046665,0.7693744,<0.001,0.6233365408751333,0.39337202339832866,0.2661504959770115,0.37889479584120983,FALSE
ZNF266,T2D_GSMR,0.00995849,0.00327216,0.00233921,56,0.016218636830161056,75.24227,76.14634,51,52,0.0152495,0.0161793,53,0.0114979,0.0138017,0.0081085,0.0124169,0.0056451,0.004553,0.0036086,0.0075451,0.0468774,0.0024347,0.0246416,0.1058624,0.6689984,1.245e-4,TRUE,0,0.00611374454324962,0.0015483022088531,rs1978713,-0.0014637,0.0018697,0.4373598,0.014,0.23905863092783503,0.004719739947780678,0.03420779644527596,0.224428288,FALSE
ZNF281,T2D_GSMR,0.0542645,0.0120705,6.93587e-6,7,1.2830004837890627e-4,6.652022,8.839828,5,6,0.2478324,0.1827884,7,0.0391261,0.0566618,0.0643941,0.1256871,0.0231587,0.012193,0.0128055,0.035108,0.1519242,3.4e-6,5e-7,0.0116429,0.0713655,6.58e-5,TRUE,0,0.611753510302321,0.305736423459662,rs2011967,0.0058828,0.0045874,0.255947,0.351,0.37701590769230775,1.9406153846153848e-5,4.7870967741935485e-6,0.11299350588235293,FALSE
ZNF276,T2D_GSMR,-0.0479716,0.0140497,6.39161e-4,16,0.005848786310144927,66.27651,66.37829,17,18,1e-7,2e-7,19,-0.0309647,-0.0360793,-0.034941,-0.0274631,0.0301805,0.0151649,0.0169923,0.0225383,0.3192778,0.0173532,0.0397547,0.2387615,0.0998129,1.124e-4,TRUE,0,0.9941458395266,2.753714029255e-4,rs3743859,-8.38e-4,0.0051862,0.8735413,<0.001,0.5658559293556086,0.02420314736842105,0.05085859896551724,0.3488479405511811,FALSE
ZNF322,T2D_GSMR,-0.0312102,0.0083094,1.72642e-4,7,0.00198193016,13.89754,15.74613,5,6,0.0162735,0.0151834,7,-0.0167822,-0.0294656,-0.0370484,-0.0458865,0.0274056,0.0081105,0.011228,0.0223002,0.5670724,2.801e-4,9.68e-4,0.0853313,0.1438545,5.88e-5,TRUE,0,0.994087219087805,2.7981524421014e-4,rs2504566,-0.0066505,0.0081548,0.4518562,0.134,0.7356079034965036,8.150360784313725e-4,0.0025246256590509665,0.20409612109500805,FALSE
ZNF331,T2D_GSMR,0.0377506,0.0123424,0.00222371,12,0.015531532013274335,15.16692,15.22224,10,11,0.1260937,0.1725471,12,0.0401742,0.0339163,0.0355952,0.0776554,0.0272216,0.0132702,0.0123113,0.0274746,0.1707706,0.0105935,0.0038371,0.0164767,0.0588215,3.56e-5,TRUE,0,0.0036115887488293,0.00613710043977517,rs1284523,-7.67e-4,0.0040165,0.8523655,0.274,0.39870250000000007,0.0157997527638191,0.007424063102998695,0.12778563755868544,FALSE
ZNF32,T2D_GSMR,0.0729562,0.0168668,1.52224e-5,11,2.5248923012259194e-4,15.09716,15.39526,8,9,0.0572836,0.0806354,10,0.0866827,0.0776649,0.0721928,0.0580556,0.040902,0.0165534,0.0176544,0.0295957,0.0669001,2.7e-6,4.33e-5,0.0814314,0.0390277,5.82e-5,TRUE,0,0.897389958142934,0.0967860628905573,rs2999241,-0.0023914,0.0060168,0.7014289,0.159,0.2683236443243243,1.6091566265060242e-5,2.059525641025641e-4,0.20279419296482412,FALSE
ZNF347,T2D_GSMR,-0.0659748,0.0210196,0.00169686,6,0.01260467534117647,4.901284,5.297922,4,5,0.2975771,0.3806133,6,-0.0284329,-0.0663677,-0.0714437,-0.0930527,0.0786353,0.0255044,0.0201297,0.0393377,0.7359567,0.0092627,3.865e-4,0.0643121,0.0183207,2.51e-5,TRUE,0,9.4793391872133e-4,0.00232376487689132,rs6509728,-0.0042842999999999996,0.0075303,0.5998158,0.439,0.849035428394104,0.014200254958677685,0.0012075073684210526,0.18676938630136986,FALSE
ZNF34,T2D_GSMR,0.109297,0.0143838,2.9929e-14,13,3.258132862068966e-12,18.16683,19.975,12,13,0.1107181,0.0958353,14,0.0723343,0.1132973,0.1062318,0.1081484,0.0340192,0.0144957,0.014078,0.0282849,0.0549176,0,0,0.0021109,0.0542111,1.444e-4,TRUE,0,0.0801320232477482,0.919867973181304,rs4637890,0.0060498,0.0055357,0.2959023,0.195,0.256644214084507,0,0,0.053681226666666665,TRUE
ZNF439,T2D_GSMR,-0.0391893,0.0138226,0.00458022,11,0.027197030482758622,9.019525,13.619673,8,9,0.3406515,0.1365119,10,-0.010471,-0.0357391,-0.0412435,-0.0392819,0.0196189,0.0149193,0.0143219,0.0248911,0.6080399,0.0165982,0.0039799,0.1489879,0.0526883,3.7e-5,TRUE,0,0.999984049529724,5.2454715391989e-8,rs286224,-0.0059621,0.0029516,0.0780655,0.228,0.7556646719999999,0.02328140718336484,0.0076703527272727265,0.2654238218487395,FALSE
ZNF470,T2D_GSMR,-0.0253421,0.00902278,0.00497458,19,0.029127598071693447,23.99266,31.47676,24,25,0.4620173,0.1737145,26,0.0022822,-0.0319089,-0.0268745,-0.0343334,0.0127863,0.0108374,0.0079264,0.0180815,0.8598365,0.0032365,6.977e-4,0.0691892,0.141306,6.17e-5,TRUE,0,0.0155623033798505,0.0186397282063131,rs2024395,-0.0057338,0.0020959,0.0115213,0.218,0.9249783811866861,0.005959014888337469,0.0019425643527204502,0.1922786007490637,FALSE
ZNF485,T2D_GSMR,0.0948808,0.0212163,7.74682e-6,8,1.413682701734104e-4,4.146336,7.130924,6,7,0.6568807,0.4153767,8,0.1617237,0.1053785,0.0905319,0.0993147,0.0445914,0.0217962,0.0171951,0.0312628,0.0110073,1.3e-6,1e-7,0.0155605,0.0240529,4.69e-5,TRUE,0,0.893505151102453,0.100698304089606,rs3124208,-0.0080964,0.0046865,0.134802,0.446,0.1431595443478261,8.536283185840708e-6,1.1415384615384615e-6,0.1234854652406417,FALSE
ZNF502,T2D_GSMR,-0.0283654,0.00490174,7.17439e-9,41,2.696374908333333e-7,76.8509,77.94152,39,40,2.837e-4,3.07e-4,41,-0.021859,-0.0151384,-0.0271402,-0.0168372,0.0093848,0.00776,0.006104,0.015644,0.025121,0.0510784,8.7e-6,0.2882539,0.346165,1.553e-4,TRUE,0,0.00173092104792311,0.997872043529507,rs56084453,-0.0015882,0.0021349,0.4613655,<0.001,0.18105947053140095,0.06197902338511856,5.402008368200837e-5,0.3952937514312096,FALSE
ZNF501,T2D_GSMR,-0.0877312,0.0161409,5.46933e-8,9,1.726667481e-6,17.48072,17.85772,6,7,0.0076698,0.0126287,8,-0.0903684,-0.0929549,-0.0800972,-0.078769,0.0365092,0.0162891,0.0212896,0.0437241,0.0481156,0,1.684e-4,0.1146323,0.0389911,7.16e-5,TRUE,0,0.00171535456275774,0.997888477400681,rs56084453,0.00176,0.0048927,0.7313778,0.084,0.24286921904761904,0,6.177241379310345e-4,0.23367353461538462,FALSE
ZNF517,T2D_GSMR,-0.117123,0.0229227,3.23075e-7,5,8.383132397260275e-6,11.85929,32.12252,3,4,0.0078811,1.8e-6,5,-0.4773984,-0.1492183,-0.0907278,0.0951579,0.1750443,0.0268319,0.054688,0.0772054,0.0721044,0,0.0971145,0.285242,0.018458,7.28e-5,TRUE,0,0.987985894866044,0.0120140608387794,rs1735434,0.0567784,0.0250782,0.1085194,0.059,0.27792968727272727,0,0.11259212343750001,0.3915810619796485,FALSE
ZNF573,T2D_GSMR,-0.0465216,0.0134702,5.53008e-4,15,0.005169269931952663,25.22432,28.79296,17,18,0.0898002,0.0509688,19,0.0131711,-0.0254805,-0.0411291,-0.0189423,0.0385662,0.0189048,0.0167873,0.0298368,0.7368979,0.1777111,0.0142847,0.5335044,0.0723407,6.28e-5,TRUE,0,0.0105321246086063,0.025886956333828,rs11083429,-0.0071287,0.0045967,0.1393563,0.07,0.849035428394104,0.19096543982621292,0.02178673669064748,0.6224218,FALSE
ZNF589,T2D_GSMR,-0.015895,0.00433778,2.48011e-4,35,0.0026661886276958,123.5763,125.6863,42,43,0,0,44,-0.0233003,-0.0133181,-0.012867,-0.0015203,0.0137685,0.0061888,0.0061266,0.011952,0.0979983,0.0313997,0.0357123,0.8993722,0.480024,1.882e-4,TRUE,0,0.955999405168525,0.00149886134173476,rs11130162,0.0044681,0.0052762,0.4018831,<0.001,0.304523252173913,0.04020462018981882,0.04677586337157988,0.9236459133564013,FALSE
ZNF605,T2D_GSMR,0.0520334,0.00844414,7.17988e-10,20,3.434375933333334e-8,99.72134,99.8348,30,31,0,0,32,0.0461307,0.0595874,0.0500886,0.0809499,0.0242281,0.0114686,0.011139,0.0225589,0.0665385,2e-7,6.9e-6,0.0011297,0.2019143,2.241e-4,TRUE,0,0.993881311676289,0.00611790133608216,rs1278602,9.046e-4,0.004896,0.8546665,<0.001,0.2681736802168022,1.6488888888888886e-6,4.471441048034934e-5,0.041526663414634145,FALSE
ZNF607,T2D_GSMR,0.0781184,0.0270749,0.00391078,5,0.024098241626545218,2.210918,10.430346,4,5,0.697031,0.0639204,6,-0.6254173,0.0840168,0.0663289,-0.0077615,0.2423131,0.0287953,0.0322421,0.0571043,0.0612608,0.003526,0.0396657,0.8971889,0.0132516,2.58e-5,TRUE,0,0.0040750885984279,0.0226792136325853,rs6508739,0.08363,0.0291703,0.0456084,0.166,0.256644214084507,0.006342526060606061,0.05078852355478861,0.922952151905752,FALSE
ZNF584,T2D_GSMR,0.0363769,0.011128,0.00107949,9,0.008859488552859618,11.00668,11.51455,8,9,0.2013207,0.2420794,10,0.0327864,0.0392756,0.0388629,0.0425062,0.0146652,0.011575,0.0103429,0.0149432,0.0558017,6.91e-4,1.717e-4,0.0192605,0.1016028,3.92e-5,TRUE,0,0.00625647076579825,0.011967014743203599,rs12986387,0.0021286,0.0035036,0.5603226,0.403,0.256644214084507,0.001723435294117647,6.245166666666666e-4,0.12875036936936937,FALSE
ZNF654,T2D_GSMR,0.0781076,0.0164227,1.97406e-6,8,4.192000506726457e-5,3.420172,3.462239,6,7,0.7545584,0.8392088,8,0.082871,0.0994201,0.0862235,0.1086809,0.0240747,0.0221623,0.0176753,0.0354689,0.013763,7.3e-6,1.1e-6,0.0182175,0.0547793,3.69e-5,TRUE,0,0.337776483683834,0.628132176639986,rs4241551,9.659e-4,0.0047093,0.8442739,0.845,0.15008724347826086,3.672271186440678e-5,9.3816091954023e-6,0.12778563755868544,FALSE
ZNF664,T2D_GSMR,0.164667,0.0201056,2.60984e-16,9,4.11963244e-14,29.65112,29.65761,6,7,4.58e-5,1.097e-4,8,0.1786085,0.1882945,0.1757341,0.0988337,0.0874226,0.0233768,0.0340316,0.0657329,0.0870763,0,2e-7,0.1764002,0.0257646,1.934e-4,TRUE,0,0.03982667467708,0.960173325322865,rs7311969,-3.374e-4,0.0093109,0.9722686,0.015,0.30121498648018646,0,2.104964539007092e-6,0.2877948923076923,FALSE
ZNF667,T2D_GSMR,-0.0768439,0.0240497,0.00139729,3,0.01083843864864865,0.5317736,1.3736196,2,3,0.7665259,0.7117299,4,-0.0461555,-0.0747049,-0.0820759,-0.079857,0.0449744,0.024998,0.0221364,0.0378147,0.4126736,0.0028042,2.091e-4,0.1251533,0.0139134,2e-5,TRUE,0,0.00229416740257971,0.0167749056888482,rs4801177,-0.003785,0.0041252,0.4557279,0.713,0.6353291871369294,0.005301188280254778,7.260504672897196e-4,0.2407253683937824,FALSE
